source,cos_sim,target,level
Имя Чехова носит Московский художественный театр. ,0.6915354836956732,Имя Чехова носит Московский художественный театр и Международный театральный фестиваль.,B_to_A
"В Таганроге, в Москве, в Мелихове и в Ялте созданы дома-музеи писателя.",0.6247977090374992,"Чеховские музеи находятся в Москве, в Мелихово, в Таганроге и в Ялте.",B_to_A
"Народные гулянья на Масленицу – тема многих картин русских художников, среди которых наиболее известна «Масленица» Б.М. ",0.8886666000119925,"Народные гулянья на Масленицу − тема многих картин русских художников, наиболее известна «Масленица» Б.М. ",B_to_A
"В последние десятилетия шапка перестала быть знаком социальной принадлежности мужчин, но продолжает играть важную роль в их невербальном поведении. ",0.13705765720735888,"Зимой их носят и взрослые, и дети. ",B_to_A
"Именно так, московский дворик, называют ещё сохранившиеся в старом центре Москвы небольшие, уютные дворики.",0.9999999999999999,"Именно так, московский дворик, называют ещё сохранившиеся в старом центре Москвы небольшие, уютные дворики.",B_to_A
Некоторые дни рождения называют круглыми датами или юбилеями. ,0.7808217870729055,"Некоторые дни рождения называют круглыми датами или юбилеями, например, 50 или 60 лет.",B_to_A
Римский-Корсаков написал одноимённую оперу.,0.9999999999999997,Римский-Корсаков написал одноимённую оперу.,B_to_A
"Достоевский женился на стенографистке Анне Григорьевне Сниткиной, которая стала ему близким другом и помощником.",0.6165302347684141,Достоевский женился на Анне Григорьевне Сниткиной.,B_to_A
"В романе Пушкин затронул все стороны русской жизни, поэтому современник поэта, литературный критик В.Г. ",0.5216563116032192,Поэтому литературный критик В.Г. ,B_to_A
"Когда Баба-Яга хочет помочь главному герою, то дарит ему волшебные предметы: гусли-самогуды, сапоги-скороходы, ковер-самолёт, клубок ниток, указывающий дорогу.",0.43373403162596635,"Чаще всего Баба-Яга отрицательный персонаж, но иногда она помогает герою сказки, дарит ему волшебные вещи: ковёр-самолёт или сапоги-скороходы.",B_to_A
Полное издание романа вышло в 1833 г.,0.37886947396765425,В 1833 г. роман был опубликован.,B_to_A
Серова.,0.9999999999999999,Серова.,B_to_A
Мариинка) театры и др.,0.35814845348721114,знаменитые театры – Мариинский театр оперы и балета (см. ,B_to_A
До 1860 г. сарафаны носили и в городах. ,0.35954035455693534,"В Древней Руси сарафаны носили женщины всех сословий, в городе и в деревне. ",B_to_A
"Сюжет сказки прост: Колобок, испечённый старухой из последних запасов муки, убегает из дому, встречает на своём пути разных зверей: зайца, волка, медведя и лису, каждый из них хочет его съесть.",0.17041438424200095,Старуха испекла Колобок и поставила на окно.,B_to_A
"Доу в Эрмитаже (1826 г.), стихотворение М.Ю. ",0.3420477862890586,Толстого «Война и мир» и стихотворение М.Ю. ,B_to_A
Айвазовского.,1.0,Айвазовского.,B_to_A
Песня обычно исполняется в обработке для оркестра русских народных инструментов.,0.8636276881803512,Песня обычно исполняется оркестром русских народных инструментов.,B_to_A
"Крашеное пасхальное яйцо упоминается в пословице Дорого яичко ко Христову дню, означающей: всё хорошо вовремя.",0.8990165556764407,"Крашеное пасхальное яйцо упоминается в пословице Дорого яичко ко Христову дню, то есть всё хорошо вовремя.",B_to_A
Горько!»,0.9157936862785653,Горько!» ,B_to_A
«Грачи прилетели» – один из первых русских лирических пейзажей. ,0.9999999999999999,«Грачи прилетели» – один из первых русских лирических пейзажей. ,B_to_A
"ХХ в., когда в Советском Союзе развернулось широкое движение за мир и дружбу между народами, за недопущение начала новой мировой войны. ",0.900216780093535,"ХХ в., когда в Советском Союзе развернулось широкое движение за мир и дружбу между народами, против начала новой мировой войны.",B_to_A
В конце 1840-х гг. писатель сблизился с политическим кружком М.В. ,0.5423612183584102,В конце 1840-х гг. ,B_to_A
"Иногда Иван-царевич ошибается, совершает неправильные поступки, но всегда исправляет свои ошибки. ",0.7371012675379832,"Иногда он ошибается, но всегда исправляет свои ошибки.",B_to_A
"Чайковского «1812 год» (1882), Храм Христа Спасителя (1883 г.).",0.14203957901978728,В 1883 г.   ,B_to_A
Самые известные  из них:  «Вид на Каменноостровский дворец и плашкоутный мост через Большую Невку со стороны Строгановской набережной» Сем. ,0.20321486081429105,Среди них: Сем. ,B_to_A
"Особенность романа – постоянное присутствие в нём самого автора: Пушкин вспоминает о встрече с Онегиным, пишет о том, что бережёт у себя письмо Татьяны, рассказывает читателю о себе, делится своими мыслями, чувствами, мечтами. ",0.11691169412273764,Рядом с героями в романе всегда есть автор. ,B_to_A
Чехова и др. ,0.9025709719036068,Чехова и др.,B_to_A
Третьяковка). ,0.9999999999999999,Третьяковка). ,B_to_A
Один из главных героев русской народной сказки. ,0.5958204127089116,Герой русской народной сказки. ,B_to_A
Новый год – самый любимый бытовой праздник в России. ,0.6839006759618669,Новый год − самый любимый семейный праздник в России. ,B_to_A
"Блины имели магическое значение: горячие и круглые, они символизировали солнце. ",0.6733275471546404,Горячие и круглые блины символизировали солнце.,B_to_A
Снегурочкой могут назвать девочку или девушку в красивой светлой шубке и меховой шапке.,0.9999999999999996,Снегурочкой могут назвать девочку или девушку в красивой светлой шубке и меховой шапке.,B_to_A
Собственного помещения у труппы не было и до 1780 г. спектакли ставились в доме графа Воронцова. ,0.23985325663452034,Собственное здание у театра появилось в 1824 г. ,B_to_A
Картина Вал. ,1.0000000000000002,Картина Вал. ,B_to_A
"В 1700 г. царь Пётр I, стремившийся к европеизации страны, издал указ праздновать Новый год «по латинскому обычаю», то есть 1 января. ",0.7961138288489134,"В 1700 г. царь Пётр I издал указ праздновать Новый год «по латинскому обычаю», то есть 1 января.",B_to_A
"Холодным борщом (холодником, свекольником) называют суп, приготовленный на охлажденном свекольном отваре или кефире вместо мясного бульона. ",0.4281760242075816,"Холодным борщом называют суп на холодном свекольном  бульоне  или кефире с варёными овощами (свёкла, картофель), свежим огурцом,  зеленью и сметаной.",B_to_A
В 1884 г. окончил университет и стал работать врачом в Воскресенске и Звенигороде. ,0.26978921230534036,После окончания учебы стал работать врачом в небольшом  городке недалеко от Москвы и заниматься литературным творчеством. ,B_to_A
В разговорной речи колобком могут назвать толстого человека небольшого роста.,0.797480548980807,В разговорной речи колобком могут назвать толстого невысокого человека.,B_to_A
"Роман начинается c приезда главного героя в деревню, где он получает наследство после смерти дяди. ",0.5811195040276985,В начале романа главный герой едет в деревню получать наследство после смерти дяди. ,B_to_A
"В меню новогоднего стола обязательно входит шампанское и разнообразные традиционные праздничные закуски: салат «Оливье», заливная рыба или мясо, красная рыба, икра, мясные деликатесы, пироги (см. пирог), а также мандарины и разнообразные сладости.",0.78152343403292,"В меню новогоднего стола обязательно входит шампанское, салат «Оливье», красная рыба, икра, мясные деликатесы, пироги (см. пирог), мандарины и сладости.",B_to_A
Один из главных христианских символов.,0.8608310704965974,Один из главных символов христианства.,B_to_A
Большой театр – символ русского музыкального искусства и всей культуры России. ,0.3097709219495919,Эти постановки стали классикой русского музыкального театра.,B_to_A
"Онегин получил домашнее неглубокое образование, зато в совершенстве знал французский язык и светский этикет. ",0.7340674592017282,"Он получил домашнее неглубокое образование, но отлично знает французский язык и этикет. ",B_to_A
Васнецова.,0.9999999999999998,Васнецова.,B_to_A
Морозова и С.И. ,0.7256986075637162,"Морозова, С.И. ",B_to_A
Картина В.М. ,0.39771339101402126,М. ,B_to_A
"Устав от светской жизни и получив в наследство поместье, Евгений переезжает в деревню. ",0.49618145342372155,Он получает наследство и уезжает в деревню.,B_to_A
"Александрова, «Звезда пленительного счастья» В.Я. ",1.0000000000000002,"Александрова, «Звезда пленительного счастья» В.Я. ",B_to_A
Бородино) в 124 км от Москвы. ,0.2896888713550567,Русская армия отступала.26 августа генерал Кутузов решил дать сражение на Бородинском поле в 124 км от Москвы.,B_to_A
"Иванушка-дурачок – младший, обычно третий, сын в крестьянской (см. крестьянин) семье. ",1.0000000000000004,"Иванушка-дурачок – младший, обычно третий, сын в крестьянской (см. крестьянин) семье. ",B_to_A
"В 1861-1865 гг. вместе с братом он издаёт журналы «Время» и «Эпоха», где публикует свои художественные произведения и статьи. ",0.4146523176632679,"Достоевский вернулся в Петербург и вместе с братом начал издавать журнал  «Время», а затем журнал «Эпоха». ",B_to_A
Нерабочий день.,1.0,Нерабочий день.,B_to_A
 Теперь она нарядная,1.0000000000000002, Теперь она нарядная,B_to_A
Ей противостояла Русская армия – 214 тысяч солдат и офицеров.,0.36743835749254905,"В сражении погибли десятки тысяч и русских, и французских  солдат и офицеров.",B_to_A
Широко известен также портрет Ф.И. ,0.855994107747776,Широко известен портрет Ф.И. ,B_to_A
"Алексеева,  «Петропавловская крепость» М.Н. ",0.4876180729956271,"Алексеев, М.Н. ",B_to_A
или: «С Рождеством Христовым! ,0.8595792398388207,или – «С Рождеством Христовым! ,B_to_A
"Написана в 1905 г., спустя два года после публикации в декабре 1903 г. в новогоднем номере журнала «Малютка» стихотворения «Ёлочка», подписанного псевдонимом Кудашевой «А.Э.». ",0.30570529677837155,Написана в 1905 г. ,B_to_A
"Симонова, поэма А.Т. ",0.5797068600843719,Одним из первых была поэма А.Т. ,B_to_A
"Устойчивое выражение золотая осень часто используется в речи, чтобы передать восхищение яркими красками природы в это время года.",0.9254531225547765,"Выражение золотая осень часто используется в речи, чтобы передать восхищение яркими красками природы в это время года.",B_to_A
"Взрослые носят варежки только в сильный мороз, так как в них пальцам теплее, чем в перчатках. ",0.9448152812836511,"Взрослые надевают варежки только в сильный мороз, так как в них пальцам теплее, чем в перчатках. ",B_to_A
Нестерова.,1.0,Нестерова.,B_to_A
"Баба-Яга живёт в лесу в избушке на курьих ножках (см. изба, курица) и летает по небу в деревянной ступе или на метле. ",0.906020596496375,Баба-Яга живёт в лесу в избушке на курьих ножках и летает по небу в деревянной ступе или на метле. ,B_to_A
Дорониной). ,0.5764187843841841,Доронина.,B_to_A
"В последнее десятилетие жизни писателем были созданы повесть «Хаджи-Мурат» и пьеса «Живой труп», рассказы, среди которых – знаменитый рассказ «После бала».",0.38708761446232465,"В Ясной Поляне Лев Толстой написал свои знаменитые произведения: романы «Война и мир», «Анна Каренина», «Воскресение», рассказ «После бала», повесть «Хаджи-Мурат».",B_to_A
Размеры  139 х 213 см.,1.0000000000000004,Размеры  139 х 213 см.,B_to_A
"В обиходном сознании с Эрмитажем связаны представления о богатейших музейных художественных коллекциях, сопоставимых с Лувром в Париже, поэтому слово Эрмитаж может употребляться метафорически для называния какой-либо большой коллекции художественных произведений или – иронически – для обозначения слишком красивого интерьера частного дома.",0.1573286238942191,"С XVIII в. для Эрмитажа покупали картины, рисунки, скульптуры многих известных европейских художников.",B_to_A
"Русские мужчины обязательно снимают шапку, когда входят в храм или при прощании с умершим; принято снимать шапку при входе в свой или в чужой дом, а также в любое официальное учреждение. ",0.7373051145665626,"В России мужчины обязательно снимают шапку в храме, а также при входе  в свой или в чужой дом, в официальное учреждение. ",B_to_A
Картина А. ,1.0,Картина А. ,B_to_A
"В 1817-1820 гг., после окончания Лицея, Пушкин жил в Петербурге, служил в Коллегии (министерстве) иностранных дел, посещал петербургские литературные кружки, был знаком со многими членами тайных политических обществ. ",0.4694129577365448,"После окончания лицея Пушкин жил в Петербурге, работал в Коллегии (Министерстве) иностранных дел, а главным делом его жизни стала поэзия.",B_to_A
С ХVIII в. в России на Рождество было принято наряжать ёлку. ,0.536631022495813,С ХVIII в. на Рождество стали украшать ёлку. ,B_to_A
"Русский писатель, баснописец, драматург.",0.4449068678057813,"Писатель, классик русской литературы, баснописец (автор басен).",B_to_A
В конце сказки он за свою доброту и бескорыстие получает царскую (см. царь) дочь в жёны и полцарства в придачу.,0.3963781874351846,В конце сказки он женится на царской дочери и получает половину царства. ,B_to_A
"Чайковского «1812 год» (1882), Храм Христа Спасителя (1883 г.).",0.2585863121899782,в Москве в память о войне и её героях  был построен Храм Христа Спасителя (архитектор К.А. ,B_to_A
"Главными героями новогоднего праздника с конца ХIХ в. стали сказочные персонажи − Дед Мороз и его внучка Снегурочка, которые приходят под Новый год с поздравлениями и подарками, в первую очередь – детям.",0.7432685617274009,Главными героями новогоднего праздника с конца ХIХ в. стали сказочные персонажи – Дед Мороз и его внучка Снегурочка. ,B_to_A
С 2000 года Мариинка проводит Фестиваль балета «Мариинский».,0.2234812783328508,В Мариинке состоялись премьеры балетов  П.И. ,B_to_A
Избавить её от злого волшебства может лишь любовь. ,0.2435978807276113,Спасти Одетту может только любовь. ,B_to_A
В 1987 г. коллектив театра разделился на две самостоятельные труппы. ,0.8082985918202694,В 1987 г. коллектив театра разделился на две труппы. ,B_to_A
В России день рождения празднуется в той или иной степени всеми. ,1.0000000000000002,В России день рождения празднуется в той или иной степени всеми. ,B_to_A
Иногда Бабой-Ягой называют пожилую женщину с тяжёлым характером. ,0.7614741349589209,Иногда Бабой-Ягой могут назвать пожилую женщину с трудным характером.,B_to_A
"Зимой и летом стройная,",0.9999999999999997,"Зимой и летом стройная,",B_to_A
"«Силы этой богатой натуры остались без приложения, жизнь без смысла, а роман без конца», – писал об Онегине русский критик В. ",0.9720062460701829,"«Силы этой богатой натуры остались без приложения, жизнь без смысла, а роман без конца», – писал об Онегине русский критик В.Г. ",B_to_A
"В начале ХIХ в. в Большом театре ставились в основном произведения французских и итальянских авторов, но вскоре появились первые оперы и балеты русских композиторов А.Н. ",0.4388178864175902,В XIX в. в Большом театре были поставлены оперы и балеты русских композиторов: М.И. ,B_to_A
Станиславскому (скульптор и архитектор А. ,0.9403914377451602,Станиславскому (скульптор и архитектор А.В. ,B_to_A
В границах СССР военные действия закончились летом 1944 года. ,0.47478499930476337,"Летом 1944 г. военные действия закончились на территории СССР, а 8 мая 1945 года Германия подписала акт о капитуляции.",B_to_A
"Внучка Деда Мороза, красивая и очень добрая девочка, с конца ХIХ в. – один из самых популярных и любимых персонажей новогоднего праздника в России. ",0.6314606593456622,"Внучка Деда Мороза, красивая и очень добрая девочка. ",B_to_A
"В начале сказки Иван-царевич может быть печальным и даже несчастливым, но в конце он обязательно победит зло и женится на прекрасной царевне.",0.29049762349849956,"В начале сказки Иван-царевич попадает в трудные ситуации и часто не знает, что делать.",B_to_A
"До 1700 г. началом нового года в России считалось 1 сентября, что было связано с завершением цикла сельскохозяйственных работ, уборкой урожая и сбором с крестьян оброка – денег и продуктов в пользу богатых землевладельцев и государства.",0.2707128417967504,До 1700 г. в России Новый год отмечали 1 сентября. ,B_to_A
Так стали называть новые районы и в других городах страны.,0.058621459649839225,статья в  работе,B_to_A
Сокурова.,1.0000000000000002,Сокурова.,B_to_A
"Расположена в самом центре Москвы, рядом с Московским Кремлём. ",0.4474420552615987,Современное главное здание находится рядом с Домом Пашкова и Московским Кремлём.,B_to_A
"Через три года он возвращается в Петербург и, сразу же попав на бал, встречает Татьяну, уже светскую даму, жену генерала. ",0.5929944094278589,Через три года возвращается в Петербург и на балу встречает Татьяну. ,B_to_A
Нерабочий день.,1.0,Нерабочий день.,B_to_A
Всем русским известны первые строчки песни:,0.9999999999999998,Всем русским известны первые строчки песни:,B_to_A
"В ХIX – начале ХХ в. дворяне, бояре, купцы в дорогих шубах часто изображались на картинах русских художников. ",0.9207138068584791,В ХIX – начале ХХ в. дворяне и купцы в дорогих шубах часто изображались на картинах русских художников. ,B_to_A
"Воронихин, А.Д. ",0.10459160118774427,Городу посвящали свои стихи А.А. ,B_to_A
"Особенность романа – постоянное присутствие в нём самого автора: Пушкин вспоминает о встрече с Онегиным, пишет о том, что бережёт у себя письмо Татьяны, рассказывает читателю о себе, делится своими мыслями, чувствами, мечтами. ",0.439637829834466,"Пушкин говорит о встрече с Онегиным, о письме Татьяны, пишет о своих чувствах и мечтах.",B_to_A
"Чайковского, написан в 1876 г., впервые поставлен в феврале I877 г. в Большом театре.",0.5116184176671562,"Композитор написал его в 1876 г, а первая постановка была в феврале I877 г. в Большом театре.",B_to_A
"Мужчины в трудовых коллективах обязательно тепло поздравляют женщин, дарят им цветы, небольшие подарки. ",0.5575772170013685,"8 Марта отмечают и  дома, и на работе: мужчины тепло поздравляют женщин, дарят им цветы и подарки. ",B_to_A
В XIX в. ,1.0000000000000002,В XIX в. ,B_to_A
"В Российской империи крест был формой многих государственных орденов, а Андреевский крест был изображен на флагах кораблей Военно-Морского Флота. ",0.2895516304099011,Форму креста имеют многие государственные ордена России.,B_to_A
"К новогодним праздникам относится и встреча так называемого старого Нового года, то есть Нового года по старому стилю (календарю). ",0.940736765972776,"К новогодним праздникам относится и встреча старого Нового года, то есть Нового года по старому стилю (календарю). ",B_to_A
", Да здравствует 1 Мая – День международной солидарности трудящихся!",0.5673064710619268,", Да здравствует 1 Мая!",B_to_A
Чебурашка был официальным талисманом команды России на Олимпийских играх в Афинах в 2004 году.,0.993587956464615,Чебурашка был официальным талисманом команды России на Олимпийских играх в Афинах в 2004 году. ,B_to_A
"Традиции празднования Дня России в стадии становления, но уже стало обязательным возложение цветов к памятникам героям России всех времён, проведение фестивалей искусств, народных шествий и гуляний и различных патриотических мероприятий. ",0.14420054329172036,"В праздничные дни проходят  митинги, демонстрации, фестивали искусств. ",B_to_A
Традиционной обрядовой пасхальной пищей являются кулич и пасха. ,0.4576969017169862,"Традиционная пасхальная пища – кулич, пасха и крашеные яйца. ",B_to_A
"Тем не менее, репродукция этой популярной в России картины часто включается в издания русских народных сказок.",0.4852074385816375,Репродукцию этой картины часто включают в школьные учебники и сборники народных сказок.,B_to_A
В 2002 г. открылась новая сцена Большого театра.,0.21437670537659462,Сегодня прима-балерина Большого театра – Светлана Захарова.,B_to_A
"В 1918 г. при театре открылась театральная школа, с 1938 - Высшее театральное училище им. ",0.7871815411898156,"В 1918 г. при театре открылась театральная школа, а с 1938 г. – Высшее театральное училище им. ",B_to_A
Рождество Христово – один из главных сюжетов русской иконописи и традиционная тема русской литературы. ,0.9498838727615274,Рождество Христово − один из главных сюжетов русской иконописи и традиционная тема русской литературы. ,B_to_A
Деда Мороза всегда сопровождает внучка – Снегурочка. ,0.6055983989900271,С Дедом Морозом всегда приходит внучка – Снегурочка. ,B_to_A
"Гёте, «Медею» Еврипида  и др. ",0.34911919102604666,Гёте и др.,B_to_A
"Создана в 1850 г., находится в Русском музее. ",1.0,"Создана в 1850 г., находится в Русском музее. ",B_to_A
Чехова (1896) и др.,0.559561169282676,Чехова (1896 г.),B_to_A
Первую труппу театра «для представления комедий и трагедий» создала указом императрица Елизавета Петровна в 1756 г. ,0.962271347386231,Первую труппу театра «для представления комедий и трагедий» создала императрица Елизавета Петровна в 1756 г.,B_to_A
"Памятники писателю стоят на его родине в Таганроге, в Москве рядом с МХТ,  в Ялте, в Южно-Сахалинске, а также в Германии, в  Японии и других странах.",0.5663649813445184,"Памятники Чехову стоят в Москве, в Таганроге, в Ялте, на Сахалине, в Германии и др. странах.",B_to_A
"Сумарокова (первого директора театра), И.А. ",0.42286588023010413,Сумароков. ,B_to_A
"Государственный праздник, отмечается в ночь с 31 декабря на 1 января.",0.9999999999999999,"Государственный праздник, отмечается в ночь с 31 декабря на 1 января.",B_to_A
Третьяковка). ,0.9999999999999999,Третьяковка). ,B_to_A
"Праздник обычно включает театрализованное представление, с обязательным приездом Деда Мороза и Снегурочки, игры и танцы вокруг нарядно украшенной ëлки. ",0.19563677705740248,Они вместе с детьми играют и танцуют вокруг новогодней ёлки. ,B_to_A
"Мусоргского, «Сказка о царе Салтане» и «Золотой петушок» Н.А. ",0.8077306369135724,"Мусоргского, «Сказка о царе Салтане» Н.А. ",B_to_A
"Государственный праздник, отмечается 8 марта. ",1.0,"Государственный праздник, отмечается 8 марта. ",B_to_A
Среди наиболее известных работ – мозаики и иконы М.В. ,0.9999999999999998,Среди наиболее известных работ – мозаики и иконы М.В. ,B_to_A
Третьякову работы скульптора А.П. ,0.9570854021787162,Третьякову работы скульптора А.П. ,B_to_A
было возвращено название Мариинский театр.,0.2844398461743358,Мариинский театр был открыт в 1860 г. ,B_to_A
"Белинский, назвал «Евгения Онегина» «энциклопедией русской жизни».",0.6458610054984215,"Белинский сказал, что «Евгений Онегин» – это «энциклопедия русской жизни».",B_to_A
"В начале ХIХ в. в Большом театре ставились в основном произведения французских и итальянских авторов, но вскоре появились первые оперы и балеты русских композиторов А.Н. ",0.3076241799516937,В конце ХVIII – начале XIX в. на сцене театра шли в основном произведения европейских авторов.,B_to_A
"В Москве Пушкин встретился с Натальей Николаевной Гончаровой, которая в 1831 г. стала его женой. ",0.2889243156065381,В 1831 г. ,B_to_A
Херасков.,1.0,Херасков.,B_to_A
В 1824 г. драматическая часть труппы Петровского театра переехала в специально перестроенное архитектором О.И. ,0.10594802206178933,И. ,B_to_A
"Регулярно воспроизводится в иллюстрированных изданиях, посвящённых Москве ХIХ в.",0.7774768554693755,"Часто встречается в иллюстрированных изданиях, посвящённых Москве ХIХ в.",B_to_A
В представлении принимают участие сказочные герои и герои мультфильмов. ,0.37331280005170653,"На праздник к детям приходят Дед Мороз и Снегурочка, герои сказок и мультфильмов.",B_to_A
С этого времени до 1920 г. театр назывался Александринским – в честь императрицы Александры Фёдоровны – супруги Николая I. ,0.3419192412300931,В 1991 г. театр вновь стал называться Александринским.,B_to_A
"Гоголя  «Невский проспект», роман  Ф.М. ",0.750752008530529,"Гоголь в повести «Невский проспект»,  Ф.М. ",B_to_A
Новый год – самый любимый детский праздник. ,1.0000000000000002,Новый год – самый любимый детский праздник. ,B_to_A
Государственный праздник. ,1.0,Государственный праздник. ,B_to_A
Крылов работал библиотекарем в Императорской публичной библиотеке в Петербурге. ,0.6437094999570808,С 1810 года и до конца жизни он работал библиотекаремв Императорской библиотеке  Петербурга.,B_to_A
"Это самая известная картина Саврасова, которая регулярно включается в школьные (см. школа) учебники по различным гуманитарным дисциплинам.",0.9498861074955463,"Это  самая известная картина Саврасова, которая регулярно включается  в школьные (см. школа)  учебники по различным гуманитарным дисциплинам.",B_to_A
"Пащенко), «Дед Мороз и лето» (режиссёр В.А. ",1.0000000000000004,"Пащенко), «Дед Мороз и лето» (режиссёр В.А. ",B_to_A
Песня А.И. ,1.0000000000000002,Песня А.И. ,B_to_A
Картина И.И. ,0.9999999999999998,Картина И.И. ,B_to_A
"На портрете изображена Вера Мамонтова, двенадцатилетняя дочь купца и известного мецената С.И. ",0.9191368396220521,"На портрете изображена Вера Мамонтова, двенадцатилетняя дочь известного мецената С.И. ",B_to_A
Пасха – сладкое кушанье из творога в форме небольшой четырёхугольной пирамиды. ,0.8532849116707661,Пасха – сладкое кушанье из творога в форме небольшой пирамиды.,B_to_A
"Великой Отечественной войне, героизму советских людей посвящены многие художественные произведения. ",0.49505021195639987,Войне посвящены многие литературные произведения. ,B_to_A
"Весенний праздник языческого (см. язычество) происхождения, связанный с древнеславянскими традициями проводов зимы и встречи весны.",0.9999999999999999,"Весенний праздник языческого (см. язычество) происхождения, связанный с древнеславянскими традициями проводов зимы и встречи весны.",B_to_A
"Заключение брака в России проводится государственными органами – отделами записи актов гражданского состояния, в разговорной речи загсами. ",0.5923181847614658,Регистрацию брака в России проводит государственный орган – отдел записи актов гражданского состояния (загс).,B_to_A
После их согласия он предлагает им расписаться в свидетельствах о браке и ,0.9803189127346659,"После их согласия он предлагает им расписаться в свидетельствах о браке,",B_to_A
Петрашевского.  ,0.9353700850531695,Петрашевского. ,B_to_A
Рубо.,0.9999999999999998,Рубо.,B_to_A
Город строили русские и итальянские архитекторы: А.Н. ,0.4794807018097224,Город строили русские и европейские архитекторы по строгому плану в едином стиле.,B_to_A
А.П. ,0.6192155300243042,П. ,B_to_A
"В центре − старый и мудрый Илья, справа от него − Добрыня, слева − самый молодой Алëша. ",0.5271022558464044,"В центре  –  старый и мудрый Илья Муромец, справа от него  –  Добрыня Никитич,  слева  – самый молодой  Алёша Попович.",B_to_A
Результатом путешествия стала вышедшая в 1894 г. документальная книга «Остров Сахалин».,0.598191667834914,Её итогом стала документальная книга «Остров Сахалин» (1894 г.).,B_to_A
"Самая популярная из всех детских песен, исполняемых на Новый год. ",0.7623193971642385,"Самая популярная из всех детских песен, которые поют на Новый год. ",B_to_A
"Тем не менее, репродукция этой популярной в России картины часто включается в издания русских народных сказок.",0.12912912638991156,«Алёнушка» — одна из самых любимых в России картин В. ,B_to_A
Первой песней о войне и  музыкальным символом борьбы советского народа с фашизмом стала песня  «Священная война» А.В. ,0.5391551580127328,Символом борьбы за свободу  Родины  стала песня «Священная война» А.В. ,B_to_A
В 1980 г. перед зданием галереи был открыт памятник П.М. ,0.8916942100498858,В 1980 г. перед зданием галереи был открыт памятник П.М. ,B_to_A
